epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,22927,0.71915,1.18988,1.19707,0.52375,0.72506,0.67083,0.57978,0.68796,1.03216,1.14727,0.000208349,0.000208349,0.000208349
62,31362.1,0.71242,1.1521,1.19901,0.66958,0.64688,0.71443,0.61487,0.70294,1.00855,1.16931,0.000208349,0.000208349,0.000208349
63,23242.7,0.7256,1.1444,1.19506,0.61523,0.66357,0.68417,0.58865,0.69956,0.99732,1.17958,0.000203141,0.000203141,0.000203141
63,31680.3,0.71608,1.19576,1.19395,0.77377,0.59308,0.69628,0.60261,0.70981,1.01853,1.17936,0.000203141,0.000203141,0.000203141
64,23566,0.71484,1.14312,1.19682,0.56191,0.72486,0.69055,0.58829,0.71914,0.98545,1.17711,0.000197934,0.000197934,0.000197934
64,32003.7,0.71057,1.15659,1.19752,0.61148,0.76047,0.72981,0.62446,0.71333,0.98219,1.16762,0.000197934,0.000197934,0.000197934
65,23899.9,0.71639,1.11074,1.19102,0.75062,0.60162,0.69566,0.59625,0.71003,0.98777,1.16277,0.000192726,0.000192726,0.000192726
65,32335.9,0.71329,1.15479,1.20113,0.81073,0.62838,0.71478,0.62012,0.68381,0.98967,1.15099,0.000192726,0.000192726,0.000192726
66,32568.4,0.71523,1.16152,1.20664,0.8296,0.60894,0.74046,0.63759,0.69732,0.94955,1.16941,0.000187519,0.000187519,0.000187519
67,32803.5,0.69293,1.14439,1.18096,0.9132,0.57088,0.72361,0.62869,0.70331,0.96408,1.17978,0.000182312,0.000182312,0.000182312
68,33072.6,0.69455,1.11128,1.18132,0.56693,0.77929,0.73323,0.64288,0.67743,0.97031,1.1521,0.000177104,0.000177104,0.000177104
69,33342.6,0.70674,1.08953,1.18296,0.57099,0.75645,0.73912,0.64219,0.66093,0.92746,1.13542,0.000171897,0.000171897,0.000171897
70,33612.3,0.68721,1.15017,1.18337,0.62365,0.72441,0.7282,0.63953,0.67634,0.96887,1.14296,0.000166689,0.000166689,0.000166689
71,33859.2,0.68825,1.09701,1.17551,0.64149,0.71081,0.73605,0.64415,0.7,0.90262,1.17204,0.000161482,0.000161482,0.000161482
72,34103.5,0.70446,1.11018,1.18545,0.75129,0.67499,0.74272,0.65619,0.68544,0.91252,1.14474,0.000156275,0.000156275,0.000156275
73,34351.4,0.70025,1.08183,1.18199,0.65023,0.73165,0.7348,0.64208,0.68161,0.88855,1.13994,0.000151067,0.000151067,0.000151067
